fare_amount,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,hourofday,dayofweek
5.5,1,-73.96176,40.761277,-73.970077,40.762792,7,1
2.5,1,-73.94145400000001,40.747551,-73.94868199999999,40.74491,15,1
4.5,1,-73.962312,40.763692,-73.8708,40.774004999999995,14,2
8.5,3,-73.978205,40.75241,-73.99360899999999,40.755459,20,5
4.9,1,-73.982978,40.742137,-73.982978,40.742137,13,6
11.5,1,-73.98275100000001,40.739311,-74.00223100000001,40.726495,19,0
49.57,3,-73.986003,40.758485,-73.815613,40.66297,1,0
6.0,3,-73.983532,40.725922,-73.990208,40.716457,20,0
4.1,1,-73.990202,40.728823999999996,-73.988472,40.736427,18,3
14.5,1,-73.96456500000001,40.772964,-73.964333,40.807014,17,6
57.33,1,-73.982702,40.73953,-73.776382,40.645802,2,4
15.5,1,-73.99461,40.75058,-73.9663,40.756471999999995,20,5
19.0,2,-73.793986,40.656971,-73.793986,40.656971,20,2
12.5,1,-73.989956,40.752396999999995,-73.975842,40.789141,6,4
10.0,1,-73.969503,40.757267999999996,-73.987225,40.758618,21,4
6.5,1,-73.976725,40.755945000000004,-73.96162199999999,40.763578,21,5
6.5,1,-73.94664764,40.77211761,-73.96190643,40.75951385,23,2
5.3,1,-73.952423,40.789733,-73.953598,40.778963,7,3
19.0,1,-73.962898,40.775062,-74.00282,40.723447,14,4
16.1,3,-73.97269200000001,40.755045,-74.00874,40.719809000000005,2,6
6.0,1,-73.979736,40.746235,-73.987656,40.740715,22,4
7.5,1,-73.995859,40.753333000000005,-74.007592,40.738217,19,4
13.5,1,-73.778603,40.683636,-73.779084,40.682454,22,0
6.1,1,-73.9678,40.765859000000006,-73.952213,40.783851,10,5
7.0,1,-73.973124,40.748589,-73.985745,40.757646,12,2
4.5,1,-73.9926,40.763512,-73.984277,40.771482,10,1
19.7,2,-73.96624399999999,40.760571,-73.940384,40.84536,22,2
6.9,2,-74.005105,40.719764,-74.008403,40.734969,2,6
24.5,1,-73.921702,40.742435,-73.921702,40.742435,4,4
12.5,1,-73.968755,40.760668,-73.990033,40.729321999999996,16,2
23.0,1,-73.959221,40.708949,-73.960809,40.648835,20,1
3.3,1,-73.968179,40.799959,-73.97239499999999,40.794165,18,5
6.0,1,-73.980882,40.737927,-73.991738,40.72227,12,5
4.0,1,-73.982311,40.777147,-73.97627,40.775681,13,4
12.0,2,-73.99080699999999,40.771440000000005,-73.98864,40.740646999999996,15,4
6.5,1,-73.983587,40.760821,-73.99237099999999,40.748463,9,6
4.9,1,-73.991213,40.750202,-73.98385,40.754965000000006,20,4
5.5,1,-73.947568,40.776092,-73.953345,40.767627000000005,22,0
15.7,1,-74.016796,40.704654,-73.986303,40.757497,0,6
5.5,1,-73.97519799999999,40.787312,-73.978425,40.777732,15,3
8.5,1,-73.98888199999999,40.718845,-73.988825,40.73952,19,1
14.1,2,-73.989711,40.720203000000005,-73.992101,40.690276000000004,20,4
6.0,1,-73.98683,40.738862,-74.006675,40.744125,22,4
15.7,2,-73.998071,40.735492,-73.921063,40.761899,3,4
6.5,3,-73.982362,40.761987,-73.995612,40.754507000000004,3,4
4.9,1,-73.999045,40.734199,-73.987935,40.728153000000006,9,0
7.5,1,-73.98084259,40.74792099,-73.99127197,40.73233032,23,3
10.1,1,-73.99140200000001,40.750138,-73.997633,40.766304999999996,19,2
36.83,1,-73.871092,40.773734999999995,-73.98656,40.766797,1,5
7.5,2,-74.00223541,40.71911621,-74.01390839,40.70943451,13,4
5.5,1,-73.961605,40.71434,-73.95735,40.72618,20,4
6.5,1,-73.981027,40.774467,-73.989425,40.758717,10,2
8.1,1,-73.991662,40.750308000000004,-73.98031800000001,40.737502,22,4
9.0,1,-73.949247,40.773538,-73.96797,40.757175,22,2
6.0,1,-73.98244476,40.76799774,-73.97274017,40.78057098,22,5
6.5,1,-73.96016999999999,40.819707,-73.94706,40.827602,10,5
17.5,1,-73.99746704,40.72299194,-73.97556305,40.75753784,11,2
4.5,1,-73.96865600000001,40.764623,-73.972635,40.758857,18,0
9.5,1,-74.00653299999999,40.737057,-73.98254200000001,40.74262,16,5
17.0,1,-73.953174,40.786214,-73.97750699999999,40.753863,20,2
8.0,1,-73.951992,40.784265000000005,-73.968727,40.791282,11,1
4.9,2,-73.953391,40.822621000000005,-73.9475,40.830344000000004,21,3
5.0,1,-73.960943,40.775012,-73.956067,40.784465000000004,14,2
4.5,1,-74.00052643,40.73220062,-74.00838470000001,40.73274612,0,6
6.5,1,-73.980827,40.747671999999994,-73.970028,40.761268,8,5
20.5,1,-73.983225,40.7224,-73.926091,40.770118,8,3
14.5,2,-73.986273,40.756801,-73.94507800000001,40.800048,17,0
22.0,1,-73.959212,40.76424,-74.002612,40.733902,12,6
8.5,1,-73.98174,40.7785,-73.95581999999999,40.77621,19,0
13.7,2,-74.002452,40.733625,-73.956027,40.714185,20,3
8.5,1,-73.989889,40.7724,-73.967955,40.787089,11,1
10.5,1,-73.98224499999999,40.768522,-73.954256,40.775413,14,4
9.0,1,-73.946742,40.772487,-73.96408000000001,40.758945000000004,1,2
12.1,1,-74.007272,40.716171,-73.972796,40.749744,2,2
15.3,2,-73.978488,40.745888,-73.916848,40.74654,6,3
16.0,1,-74.006815,40.731132,-73.960779,40.776689000000005,15,6
4.9,1,-73.981297,40.761207,-73.974198,40.75647,20,4
8.5,2,-73.965598,40.778029,-73.965598,40.778029,17,4
7.0,1,-74.01001,40.720490000000005,-74.00704499999999,40.705995,21,1
23.5,1,-73.993287,40.747766999999996,-73.99176899999999,40.670657,20,6
8.1,1,-73.97995,40.780947,-73.95395699999999,40.784442,16,1
10.0,1,-73.97439,40.755198,-73.988551,40.737528000000005,6,0
4.5,1,-73.991351,40.750339000000004,-73.981238,40.747096,14,2
11.3,2,-73.986437,40.755765000000004,-73.951422,40.789955,5,0
6.5,1,-73.993412,40.747192999999996,-73.97744,40.743788,10,5
12.0,1,-73.93975999999999,40.805422,-73.968457,40.799611999999996,19,0
11.3,2,-73.982387,40.727623,-73.965743,40.76842,1,6
13.0,1,-73.99554,40.74925,-73.996353,40.723901,12,5
11.0,1,-73.98925,40.721612,-74.014323,40.704012,20,1
52.0,1,-73.78396,40.646271999999996,-73.965087,40.760096999999995,21,4
5.3,1,-73.986092,40.735104,-73.99962,40.730247,11,5
2.9,1,-73.999893,40.738283,-74.002647,40.733465,19,2
3.0,1,-73.92809296,40.76966476,-73.92611694,40.76685715,18,1
5.3,1,-73.997653,40.746466999999996,-73.995593,40.759422,14,2
10.5,2,-73.958475,40.775462,-73.999453,40.761398,11,3
52.0,1,-73.781912,40.644791999999995,-74.01708199999999,40.711407,21,4
11.3,3,-74.0095,40.7072,-73.9871,40.7226,11,1
11.3,2,-73.99101,40.750341999999996,-73.99305799999999,40.713762,1,6
8.5,1,-73.973773,40.78385,-73.980828,40.75996,14,6
6.1,2,-73.985235,40.763807,-73.99249499999999,40.748967,8,2
5.3,1,-73.990664,40.731431,-73.99139699999999,40.740688,3,1
7.8,3,-73.97061500000001,40.755611,-73.984107,40.767361,22,4
45.0,5,-73.782257,40.644727,-73.99188199999999,40.721705,19,2
7.3,1,-74.005015,40.719002,-73.999915,40.723062,11,4
16.1,2,-73.9615,40.767522,-74.000952,40.725768,14,0
6.0,1,-73.952538,40.778092,-73.958442,40.784092,23,2
12.1,1,-73.99986,40.720034999999996,-73.95007,40.682652000000004,21,0
15.5,2,-73.956041,40.767962,-73.968288,40.786719,1,1
17.5,1,-73.974597,40.747628000000006,-73.95871700000001,40.778328,13,4
5.5,1,-73.97779,40.763677,-73.98248199999999,40.756947,19,4
6.5,1,-74.00797272,40.70782471,-74.01127625,40.71346283,7,0
4.5,1,-73.99748199999999,40.742286,-73.98747,40.741496000000005,22,6
4.5,5,-73.965783,40.768192,-73.949797,40.784775,9,5
17.7,1,-73.9669,40.772694,-74.008402,40.706359,14,1
3.7,4,-74.008587,40.716362,-74.00589699999999,40.711898,16,2
4.5,6,-73.981135,40.78448,-73.973863,40.79433,17,4
6.1,1,-73.945521,40.773802,-73.964403,40.77218,10,1
26.5,1,-73.982794,40.746604999999995,-73.991607,40.663879,11,3
27.7,1,-73.79045500000001,40.646905,-73.78410799999999,40.741267,17,1
6.5,4,-73.990047,40.748078,-73.99033299999999,40.756758000000005,20,3
9.7,1,-73.974559,40.756195,-73.972709,40.780874,23,5
4.0,1,-73.946754,40.775804,-73.955802,40.779681,18,1
3.7,1,-73.98071999999999,40.775022,-73.984162,40.769957,8,3
7.3,2,-73.996953,40.725796,-73.986386,40.743359999999996,7,4
4.1,1,-73.987447,40.770585,-73.979605,40.781991999999995,18,4
8.0,1,-73.990697,40.756002,-73.97669,40.744991999999996,2,6
10.1,1,-73.986859,40.725395,-73.98174499999999,40.758332,22,4
8.9,5,-73.969815,40.750437,-73.97875,40.731145,1,5
17.7,1,-73.981887,40.779408000000004,-73.984886,40.719052000000005,2,3
23.5,1,-73.98879699999999,40.727017,-73.938647,40.80267,16,2
11.7,1,-73.990337,40.760033,-73.954052,40.774925,19,6
5.3,1,-73.967745,40.764538,-73.968463,40.751715999999995,1,5
6.0,1,-73.96661,40.762477000000004,-73.958812,40.767410999999996,4,3
14.5,1,-73.94017029,40.75124741,-73.88948822,40.768894200000005,11,5
4.5,1,-73.970768,40.756135,-73.965917,40.762167,8,0
45.0,1,-74.005358,40.723795,-73.776348,40.64543,11,1
3.5,6,-73.981677,40.728477000000005,-73.982422,40.731412,16,2
7.0,1,-73.987082,40.729957,-73.974843,40.743446999999996,22,0
9.7,1,-73.9537,40.775366,-73.981153,40.786888,2,2
6.5,1,-73.986331,40.768954,-73.97608699999999,40.760515999999996,23,3
7.3,2,-73.963095,40.798927,-73.98403,40.767175,0,5
8.0,2,-74.006815,40.730133,-73.99504,40.750012,15,0
5.0,1,-74.001963,40.740477,-73.99269699999999,40.742967,18,4
7.5,1,-73.968462,40.79132,-73.950598,40.782332000000004,23,3
4.9,1,-73.99398199999999,40.761565000000004,-73.983476,40.761289,20,4
3.7,1,-73.974736,40.742114,-73.979812,40.745535,2,0
6.5,1,-74.002237,40.73314,-73.989974,40.739160999999996,23,1
26.0,1,-73.99275970000001,40.73387909,-73.94469452,40.64915085,14,2
3.7,3,-73.97203499999999,40.750762,-73.978563,40.741323,8,1
6.5,1,-73.97373499999999,40.757335,-73.976028,40.76567,11,3
33.0,1,-73.99980500000001,40.761552,-73.956848,40.686721999999996,21,3
8.5,1,-74.00386800000001,40.738434999999996,-73.982872,40.745142,9,3
12.0,1,-73.970873,40.788371999999995,-73.974214,40.757526,17,2
6.1,1,-73.988323,40.745779,-73.976499,40.752046,20,0
5.5,6,-73.98807,40.737812,-73.988462,40.732071999999995,0,6
6.0,1,-73.994099,40.756409999999995,-74.006677,40.742863,0,5
9.5,6,-73.976107,40.749025,-73.983192,40.762634999999996,12,1
22.1,3,-74.68983078,40.19056355,-74.68983078,40.19056355,16,6
7.5,1,-73.98939,40.723115,-73.975492,40.76378,9,4
4.5,1,-74.00731800000001,40.72658,-73.997333,40.736723,22,5
3.7,1,-73.984595,40.732333000000004,-73.999306,40.724996000000004,13,3
4.5,1,-73.983255,40.749320000000004,-73.985148,40.753592,21,4
2.5,5,-73.97556,40.752390000000005,-73.975557,40.752137,15,3
29.3,5,-73.777075,40.645353,-73.933087,40.614342,7,2
10.1,2,-73.98129300000001,40.737168,-73.966932,40.772397,19,3
6.0,1,-73.980011,40.755806,-73.98742,40.765258,11,2
5.3,1,-73.981597,40.74694,-73.994883,40.739146999999996,7,3
5.3,1,-73.99896,40.713632000000004,-74.012621,40.702364,1,5
6.1,5,-74.016375,40.715298,-74.00713499999999,40.728168,9,5
10.7,1,-73.988685,40.748632,-73.977277,40.778835,8,2
8.5,1,-73.97175899999999,40.757451,-73.989448,40.756985,19,1
16.0,1,-73.782235,40.644529999999996,-73.95612,40.7817,13,0
6.1,1,-74.00868,40.717077,-73.997078,40.725637,21,1
7.0,2,-73.982175,40.772737,-73.963737,40.765595000000005,18,2
5.3,1,-73.986645,40.722463,-73.99715400000001,40.723896999999994,23,5
8.1,1,-73.989598,40.726375,-74.004341,40.716503,22,4
33.0,5,-73.993932,40.744437,-73.937985,40.854945,19,2
16.9,1,-73.983417,40.7816,-74.004755,40.722777,15,5
6.5,1,-73.986698,40.718226,-73.991615,40.729644,8,2
10.5,6,-73.998215,40.745722,-73.981215,40.759617,12,1
9.5,1,-73.989777,40.735141999999996,-73.988697,40.758915,21,5
6.5,1,-73.992266,40.737817,-73.991605,40.724588,7,0
17.0,1,-73.945712,40.807958,-73.996907,40.765244,21,0
10.5,5,-73.954537,40.781125,-73.991383,40.763777000000005,22,4
9.0,1,-73.991487,40.749915,-73.98556500000001,40.762612,18,4
31.7,1,-73.863065,40.769298,-73.995824,40.730584,17,1
56.8,1,-73.776825,40.64528,-73.987142,40.758262,0,6
11.0,5,-73.95110321,40.82572556,-73.96712494,40.793552399999996,21,4
19.5,1,-73.98358917,40.73820877,-73.99582672,40.69074249,3,5
11.5,2,-74.008862,40.718696,-73.982151,40.749259,19,1
5.3,1,-73.990329,40.756187,-73.9904,40.766751,14,2
6.5,1,-73.971878,40.763054,-73.956414,40.784388,8,5
6.1,1,-73.994615,40.740515,-73.9809,40.758935,20,4
6.1,1,-73.975973,40.76556,-73.955957,40.776352,10,5
5.0,2,-73.99298399999999,40.747889,-74.00523000000001,40.750622,17,3
11.0,1,-73.99947,40.717557,-73.991037,40.750145,18,6
17.7,1,-73.97278299999999,40.75594,-73.972305,40.755441999999995,2,3
14.5,1,-73.96899,40.763799,-74.000415,40.730646,10,3
6.1,1,-73.989153,40.745892,-73.971808,40.751443,10,5
5.0,4,-73.988462,40.764246,-73.980633,40.75967,15,5
19.5,1,-74.00209699999999,40.709275,-73.992595,40.751753,21,3
8.1,1,-74.008533,40.719862,-74.00834,40.704587,14,4
7.5,1,-74.005145,40.740417,-73.992746,40.727503000000006,8,3
18.9,1,-73.989525,40.746369,-73.958729,40.670792,5,1
15.5,1,-73.972627,40.743522,-73.95173,40.791237,20,5
6.5,1,-74.002112,40.732814000000005,-73.982698,40.723437,9,1
6.1,1,-73.988454,40.756715,-73.983064,40.763158000000004,10,1
12.5,5,-73.971682,40.749742,-74.000022,40.734825,18,5
14.0,1,-73.99691,40.747305,-73.96819,40.79903,22,3
11.0,1,-73.996096,40.73291,-73.991559,40.764594,20,1
29.5,1,-74.003491,40.748518,-73.915019,40.84085,8,1
2.5,1,-73.88255799999999,40.744896999999995,-73.88255799999999,40.744896999999995,9,6
7.5,6,-73.992367,40.749357,-73.98924,40.741452,15,0
6.1,1,-73.992307,40.76408,-73.98211500000001,40.755990999999995,10,5
19.7,1,-73.997327,40.68407,-73.965313,40.75506,21,6
6.6,2,-73.965233,40.762661,-73.945257,40.775242999999996,12,4
15.5,1,-73.991709,40.750066,-73.991551,40.750491,20,5
7.0,1,-73.967827,40.753025,-73.970537,40.761685,8,0
18.0,4,-73.987988,40.764856,-74.003495,40.732106,13,5
4.5,1,-73.98988,40.756907,-73.98446700000001,40.761817,20,1
8.5,1,-73.9986496,40.74547577,-73.98561859,40.72929764,10,5
5.5,1,-73.998577,40.724737,-74.009427,40.730492,6,2
12.1,1,-73.92894799999999,40.746392,-73.92894799999999,40.746392,17,0
8.5,1,-73.983482,40.765985,-73.95593199999999,40.774415999999995,9,3
6.5,1,-73.987673,40.749637,-73.97215200000001,40.75691,10,2
7.3,1,-73.996767,40.74268,-73.978888,40.76355,12,1
4.5,1,-73.990812,40.756014,-73.984619,40.758902,10,1
12.1,2,-74.00073499999999,40.725819,-73.958647,40.773169,1,4
16.0,4,-73.98567800000001,40.76028,-73.99884499999999,40.717137,20,4
14.0,1,-73.988895,40.727039000000005,-73.984014,40.765378000000005,18,3
6.1,2,-73.98991099999999,40.756983,-73.972429,40.756757,7,1
5.5,1,-73.979586,40.783718,-73.98921800000001,40.773433000000004,22,6
9.0,1,-73.955578,40.796935,-73.955578,40.796935,11,0
21.5,3,-74.010249,40.71137,-73.97325699999999,40.764143,12,6
2.9,1,-73.988812,40.763025,-73.964389,40.79691,12,6
22.5,6,-73.9849,40.748357,-73.979035,40.686095,17,1
7.3,1,-73.9723,40.7866,-73.9553,40.8012,20,2
9.5,1,-73.98255999999999,40.771082,-73.96127800000001,40.780175,1,1
4.5,1,-73.99225616,40.74879074,-73.99546814,40.74115372,21,2
10.5,1,-74.00291999999999,40.72357,-73.988493,40.736897,6,3
7.3,1,-73.952366,40.778090999999996,-73.96633,40.764896,20,1
13.5,1,-73.961442,40.774642,-73.98559,40.741422,17,5
10.5,1,-73.98172,40.780808,-73.965321,40.770056,0,0
6.1,2,-74.00580699999999,40.740263,-73.99295699999999,40.742398,15,1
7.7,2,-73.975569,40.758804,-73.99864699999999,40.739977,8,0
6.5,1,-73.985352,40.748740000000005,-74.00052,40.758082,21,1
10.0,1,-73.96203,40.779340999999995,-73.99075500000001,40.760944,21,4
20.9,1,-74.01449699999999,40.703272,-73.946975,40.780272,23,1
6.0,3,-74.000327,40.737865,-74.00801,40.739225,20,0
11.5,1,-73.97644043,40.76395416,-73.99219513,40.74914169,11,0
6.5,1,-73.994,40.7322,-73.9934,40.7423,19,0
9.5,1,-73.969523,40.760325,-73.990995,40.748697,15,4
26.5,1,-73.895227,40.86528,-73.97677,40.785779,5,1
55.25,1,-74.02624,40.752715,-74.030062,40.740087,16,6
14.9,2,-73.992642,40.725446999999996,-73.917777,40.70091,21,4
8.5,1,-73.979357,40.747085,-73.989613,40.762902000000004,14,6
10.0,1,-73.98679,40.733777,-73.991373,40.753615,19,0
6.5,1,-73.961972,40.767832,-73.970567,40.758532,18,1
47.5,1,-73.941801,40.894802,-73.941801,40.894802,10,4
4.1,1,-73.975185,40.782744,-73.98119799999999,40.774169,6,5
5.5,1,-74.002012,40.726434999999995,-73.995393,40.739402,9,4
23.5,1,-73.98216,40.765346,-73.982777,40.701712,10,6
11.7,1,-73.988943,40.72184,-73.993527,40.761373,8,2
9.7,1,-73.97624499999999,40.775568,-73.950102,40.783784999999995,22,3
6.5,6,-73.972142,40.762322,-73.959867,40.776487,7,0
12.5,1,-73.93955799999999,40.80508,-73.967588,40.792857,20,4
6.0,1,-73.97760773,40.75548553,-73.96859741,40.76727676,19,1
8.9,4,-73.991586,40.726946000000005,-73.99219599999999,40.749179999999996,15,3
10.5,1,-73.985067,40.744592,-73.98009,40.664512,8,6
10.1,1,-73.99159399999999,40.730071,-73.974079,40.762857000000004,18,6
5.3,1,-73.9798,40.776087,-73.960883,40.775827,18,4
6.5,1,-73.954548,40.783914,-73.93902,40.804812,7,0
50.0,5,-73.78179300000001,40.644793,-74.011212,40.710297,15,5
9.5,3,-73.98867035,40.73725128,-73.97541809,40.74995041,9,3
4.5,5,-73.996027,40.726397,-74.003692,40.730722,9,5
6.1,3,-73.981208,40.729213,-73.994625,40.722941,20,3
6.5,6,-73.953808,40.770927,-73.953438,40.785672,7,0
18.0,1,-73.954132,40.770475,-73.985917,40.743212,20,5
22.1,1,-73.963856,40.808275,-73.992632,40.730224,22,5
5.5,1,-73.959919,40.773682,-73.973568,40.759325,8,2
5.0,1,-73.972038,40.745843,-73.97626600000001,40.752728000000005,5,2
7.7,2,-73.983312,40.730505,-74.000613,40.737363,13,0
4.1,2,-73.974598,40.753464,-73.976896,40.747455,3,0
30.9,1,-73.885387,40.773102,-74.017287,40.706157,8,2
45.0,1,-73.98699,40.758602,-73.789763,40.647016,16,4
6.5,1,-73.97963,40.766212,-73.977088,40.753308000000004,10,3
10.0,2,-74.003125,40.733278000000006,-73.978241,40.739267,4,6
4.5,1,-73.97755699999999,40.779398,-73.983526,40.77088,17,2
3.7,1,-73.958803,40.774677000000004,-73.962867,40.767238,14,4
13.5,1,-73.98581,40.72289,-73.9578,40.711422,13,6
3.7,1,-73.973513,40.760852,-73.967433,40.768857000000004,8,0
3.5,4,-73.988582,40.759387,-73.987217,40.759237,6,0
6.1,1,-73.97785999999999,40.763002,-73.960153,40.769628000000004,18,0
6.1,2,-73.987852,40.775317,-73.971965,40.782895,1,0
13.7,2,-73.981808,40.7324,-74.000773,40.752375,20,2
4.5,4,-73.96015799999999,40.762002,-73.95356899999999,40.772459000000005,1,2
34.3,1,-73.869677,40.772667,-73.990112,40.751227,19,1
6.5,1,-73.991507,40.749862,-73.972383,40.764004,11,3
4.1,1,-73.991054,40.745251,-73.98322900000001,40.754462,12,1
5.7,2,-73.978719,40.745047,-73.985413,40.732305,18,5
12.5,2,-73.974737,40.76375,-73.981112,40.746959999999994,15,4
28.5,2,-73.981135,40.76402,-73.85946700000001,40.719515,0,5
8.5,3,-73.966398,40.767827000000004,-73.981645,40.746187,20,5
7.7,5,-73.995587,40.739265,-73.97474799999999,40.765032,2,0
6.1,1,-73.950598,40.761782000000004,-73.933702,40.75484,2,1
6.1,2,-73.972828,40.782272999999996,-73.949812,40.777088,23,3
18.0,1,-73.976972,40.774762,-73.98976,40.735457000000004,23,6
6.5,1,-73.948518,40.784425,-73.954255,40.768896000000005,21,3
10.1,1,-74.012374,40.750513,-74.031134,40.733953,21,3
5.5,1,-73.974675,40.777935,-73.968467,40.786577,12,0
4.5,1,-73.984373,40.745917999999996,-73.987698,40.73807,9,5
8.5,1,-73.992806,40.723356,-73.980903,40.741006,17,4
4.9,1,-73.976863,40.757277,-73.974563,40.762384999999995,13,6
10.5,3,-74.00638000000001,40.739529,-74.009846,40.714690000000004,14,6
10.1,1,-73.989707,40.72317,-73.957015,40.770778,19,2
52.0,1,-73.99551600000001,40.767768,-73.787405,40.644884999999995,21,4
10.5,1,-73.95755005,40.77672195,-73.97518921,40.75263596,14,6
6.1,2,-73.963832,40.756192999999996,-73.957396,40.769079,12,3
7.3,1,-74.009327,40.711042,-74.003822,40.72547,20,1
12.5,1,-73.974304,40.753505,-73.996526,40.709274,23,5
16.5,1,-73.789323,40.646637,-73.997095,40.725082,3,2
5.0,1,-73.954224,40.781301,-73.952908,40.78603,13,2
4.1,1,-73.98894,40.736462,-73.99298399999999,40.730045000000004,21,1
9.0,1,-73.979188,40.762665000000005,-73.988817,40.742642,14,5
8.5,4,-74.00404300000001,40.742951,-73.997647,40.721043,14,3
4.0,2,-73.9855,40.738455,-73.990465,40.74013,23,4
11.5,5,-73.96007,40.76213,-73.974598,40.756921999999996,21,4
10.0,1,-73.97930699999999,40.755227000000005,-73.981863,40.728407000000004,21,4
12.5,1,-73.982947,40.78202,-73.986127,40.744417,7,0
30.33,3,-73.873137,40.774097,-73.951002,40.76995,13,6
6.0,1,-73.993138,40.752894,-73.98679,40.759142,22,4
24.65,1,-73.986253,40.734396000000004,-73.89026700000001,40.766684000000005,0,6
5.3,1,-73.980525,40.763427,-73.981257,40.768957,16,1
6.0,1,-74.015953,40.706309000000005,-74.009913,40.72124,8,6
9.0,1,-73.98953,40.776540000000004,-73.97859100000001,40.754183000000005,12,2
8.0,2,-73.987101,40.750529,-73.989783,40.733593,11,1
2.5,1,-73.781091,40.646671999999995,-73.782517,40.646896999999996,23,0
7.3,1,-73.99874200000001,40.760933,-73.984952,40.765004,11,4
6.1,5,-73.973445,40.764675,-73.984938,40.748005,9,5
6.0,1,-73.957546,40.765944,-73.97166700000001,40.753888,23,2
12.5,2,-73.998253,40.735243,-73.968521,40.759782,19,4
6.5,1,-73.95545899999999,40.782896,-73.964903,40.770011,7,0
11.0,1,-73.96241500000001,40.810395,-73.980012,40.783867,3,5
11.5,1,-73.979136,40.740867,-74.009862,40.721551,5,5
9.5,2,-73.995497,40.739354999999996,-73.98853299999999,40.748653000000004,6,5
4.9,2,-73.972433,40.762278,-73.968195,40.757348,21,3
22.5,2,-73.949754,40.784290000000006,-73.870807,40.774027000000004,18,6
5.7,5,-73.99584200000001,40.767243,-73.98465,40.779477,9,2
6.1,1,-73.975528,40.749488,-73.98615799999999,40.746395,18,0
11.0,3,-73.985395,40.727645,-73.990535,40.757667,19,1
9.0,4,-73.991288,40.750238,-73.99257800000001,40.756444,16,5
16.5,1,-73.980518,40.783237,-73.97890799999999,40.750002,18,2
14.5,1,-73.988815,40.692196,-73.981822,40.746249,10,3
8.0,2,-73.98521,40.767837,-73.970742,40.761990000000004,13,3
6.1,1,-73.985217,40.773672,-73.97086999999999,40.789303000000004,4,1
8.1,3,-74.00650999999999,40.730737,-73.99488000000001,40.712977,22,4
7.1,1,-74.007042,40.705494,-73.982457,40.711397,13,3
5.5,1,-73.96172800000001,40.779703000000005,-73.974425,40.778417,7,1
4.5,1,-74.00147199999999,40.746284,-74.006911,40.742767,19,4
9.5,1,-73.960927,40.765749,-73.983793,40.754805,17,0
12.1,1,-73.988668,40.727138000000004,-73.9671,40.688703000000004,2,2
4.5,2,-73.989503,40.75763,-73.98890899999999,40.761824,12,1
9.5,1,-73.975312,40.787222,-73.961223,40.771932,14,4
36.5,5,-73.980897,40.741713,-73.877492,40.854878,15,5
9.5,6,-74.009578,40.705991999999995,-74.00070699999999,40.736405,12,1
15.7,5,-73.97941,40.752342,-74.010575,40.71883,22,3
18.5,2,-74.003268,40.727102,-73.935735,40.70373,14,0
11.0,1,-73.975812,40.764862,-73.982905,40.735222,18,2
10.0,1,-73.960004,40.762126,-73.983362,40.743717,21,4
9.8,2,-73.975546,40.758613000000004,-73.998483,40.724631,1,6
13.0,5,-73.972902,40.764447,-73.984535,40.732982,3,2
5.5,1,-73.95567199999999,40.764533,-73.956492,40.77434,16,4
10.5,1,-73.986152,40.752357,-74.008375,40.716743,14,1
9.7,2,-73.984913,40.748182,-73.955685,40.76417,5,2
6.9,3,-74.00389200000001,40.728457,-73.99640699999999,40.748052,13,5
10.5,1,-73.981149,40.781926,-74.000224,40.742125,9,4
4.5,1,-73.966647,40.76471,-73.96921999999999,40.758505,4,1
52.0,2,-73.968191,40.770547,-73.783967,40.643516999999996,4,1
6.0,3,-73.981146,40.757653000000005,-73.99578100000001,40.761086,20,0
19.5,1,-73.99427032,40.75096512,-74.01596069,40.71158218,1,6
9.7,3,-73.98211500000001,40.768282,-73.967275,40.757690000000004,20,3
4.1,1,-73.982895,40.756808,-73.976896,40.764554,0,4
9.0,1,-73.95882900000001,40.809986,-73.943327,40.796039,8,0
15.7,1,-73.982826,40.745027,-73.988976,40.696957,15,4
37.3,1,-73.86428000000001,40.769805,-73.97882299999999,40.766835,21,0
5.5,1,-73.994966,40.739781,-73.98298199999999,40.734835,23,5
13.3,6,-73.947125,40.788227,-73.98779,40.775166999999996,20,1
4.0,1,-73.972788,40.765227,-73.977347,40.758607,12,2
4.0,1,-73.96149445,40.77700424,-73.95635986,40.77989197,13,4
8.1,6,-73.983007,40.743455,-74.00482199999999,40.740815000000005,17,3
7.7,4,-73.984775,40.736624,-74.004863,40.731437,15,3
7.7,2,-73.98105799999999,40.753355,-73.99830899999999,40.764224,9,1
6.0,6,-73.975348,40.789362,-73.975827,40.782152,16,4
8.1,3,-73.98419200000001,40.739508,-74.004707,40.738181,22,4
8.1,4,-73.97436,40.765418,-73.975225,40.76743,12,3
17.5,4,-73.97765799999999,40.684575,-73.962812,40.706087,13,5
19.5,1,-73.950346,40.771321,-74.00644799999999,40.733515999999995,22,3
24.1,1,-73.94578299999999,40.773394,-73.873437,40.77429,15,1
10.2,1,-73.968098,40.765593,-73.98829599999999,40.728091,8,2
12.0,2,-73.962245,40.759107,-73.990238,40.761672,15,4
14.5,1,-73.961974,40.767922999999996,-73.993832,40.7467,15,0
7.3,1,-73.97792,40.753292,-73.992042,40.735327000000005,11,4
8.0,2,-73.978339,40.783145000000005,-73.963615,40.774213,18,1
7.3,5,-73.96410300000001,40.756608,-73.97941800000001,40.754698,2,5
7.0,1,-73.976404,40.76398,-73.96285999999999,40.770556,14,3
